circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
chr1:28993330|29018442	chr1	28993330	29018442	4	4_4_0	186	0.041	exon	ENSG00000159023.19,	+	SRR3479243.1433135,SRR3479243.17358665,SRR3479243.26540167,SRR3479243.4358875,
chr1:29035826|29039426	chr1	29035826	29039426	3	2_3_1	180	0.032	exon	ENSG00000159023.19,	+	SRR3479243.6688842,SRR3479243.18831657,SRR3479243.21436939,
chr1:29154696|29154910	chr1	29154696	29154910	25	19_19_2	262	0.160	exon	ENSG00000116350.16,	-	SRR3479243.13304277,SRR3479243.16254960,SRR3479243.16334614,SRR3479243.16588421,SRR3479243.16869585,SRR3479243.23364085,SRR3479243.24428405,SRR3479243.7389616,SRR3479243.19083577,SRR3479243.26142054,SRR3479243.26925321,SRR3479243.27139488,SRR3479243.27245397,SRR3479243.27913064,SRR3479243.9614839,SRR3479243.10435050,SRR3479243.11187549,SRR3479243.4731692,SRR3479243.5163156,SRR3479243.29153310,SRR3479243.29163535,SRR3479243.29231902,SRR3479243.30319746,SRR3479243.30392435,SRR3479243.13854421,
chr1:30992390|30995220	chr1	30992390	30995220	20	15_14_1	364	0.099	exon	ENSG00000134644.15,	-	SRR3479243.1249426,SRR3479243.13824474,SRR3479243.15138020,SRR3479243.17261937,SRR3479243.21880723,SRR3479243.23146687,SRR3479243.24526869,SRR3479243.24694141,SRR3479243.7606786,SRR3479243.8223575,SRR3479243.8235516,SRR3479243.8880434,SRR3479243.18833606,SRR3479243.20250184,SRR3479243.11558059,SRR3479243.3517564,SRR3479243.3803355,SRR3479243.29539997,SRR3479243.30370044,SRR3479243.31006780,
chr1:30992390|31007099	chr1	30992390	31007099	2	2_1_1	165	0.024	exon	ENSG00000134644.15,	-	SRR3479243.17207431,SRR3479243.5749011,
chr1:30992390|31007102	chr1	30992390	31007102	4	4_2_2	163	0.047	exon	ENSG00000134644.15,	-	SRR3479243.13498416,SRR3479243.18463672,SRR3479243.22796098,SRR3479243.9902477,
chr1:31005853|31007102	chr1	31005853	31007102	4	3_3_1	320	0.024	exon	ENSG00000134644.15,	-	SRR3479243.12191686,SRR3479243.4998686,SRR3479243.28257675,SRR3479243.15462860,
chr1:31267871|31292006	chr1	31267871	31292006	2	1_2_0	18	0.182	exon	ENSG00000060688.12,	-	SRR3479243.10276090,SRR3479243.16374340,
chr1:31337175|31339048	chr1	31337175	31339048	3	3_2_1	87	0.065	exon	ENSG00000121766.15,	+	SRR3479243.18696855,SRR3479243.11142482,SRR3479243.28416052,
chr1:31907661|31911826	chr1	31907661	31911826	2	2_2_0	202	0.019	exon	ENSG00000184007.18,	-	SRR3479243.22030005,SRR3479243.27874840,
chr1:31915895|31919658	chr1	31915895	31919658	26	18_22_2	67	0.437	exon	ENSG00000184007.18,	-	SRR3479243.836393,SRR3479243.915306,SRR3479243.2921033,SRR3479243.17778762,SRR3479243.18594871,SRR3479243.7684130,SRR3479243.19206774,SRR3479243.19236483,SRR3479243.19398395,SRR3479243.26029941,SRR3479243.10527352,SRR3479243.11157896,SRR3479243.11224393,SRR3479243.11242227,SRR3479243.11446660,SRR3479243.11481834,SRR3479243.11782983,SRR3479243.12329049,SRR3479243.3226836,SRR3479243.5927491,SRR3479243.28082622,SRR3479243.29172413,SRR3479243.29550043,SRR3479243.14768534,SRR3479243.19002890,SRR3479243.9762538,
chr1:32030298|32033334	chr1	32030298	32033334	4	3_3_0	561	0.014	exon	ENSG00000121774.17,	+	SRR3479243.2721122,SRR3479243.17870156,SRR3479243.9135895,SRR3479243.21363642,
chr1:32036910|32038619	chr1	32036910	32038619	6	4_2_2	724	0.016	exon	ENSG00000121774.17,	+	SRR3479243.12946340,SRR3479243.13178900,SRR3479243.24347995,SRR3479243.27218306,SRR3479243.3499121,SRR3479243.29204307,
chr1:32036910|32039573	chr1	32036910	32039573	2	2_2_0	781	0.005	exon	ENSG00000121774.17,	+	SRR3479243.7833947,SRR3479243.7963810,
chr1:32228499|32229208	chr1	32228499	32229208	3	2_2_2	702	0.008	exon	ENSG00000084623.11,	+	SRR3479243.15259009,SRR3479243.16809706,SRR3479243.11519551,
chr1:32326939|32327677	chr1	32326939	32327677	3	2_2_0	119	0.048	exon	ENSG00000116478.11,	+	SRR3479243.17337253,SRR3479243.23257454,SRR3479243.27057908,
chr1:32592931|32593754	chr1	32592931	32593754	2	2_2_0	15	0.211	exon	ENSG00000254553.1,ENSG00000160062.14,	+	SRR3479243.25401798,SRR3479243.4019292,
chr1:32633951|32634792	chr1	32633951	32634792	2	2_0_2	13	0.235	exon	ENSG00000176261.15,	-	SRR3479243.16436783,SRR3479243.5309627,
chr1:32786362|32791254	chr1	32786362	32791254	2	1_1_1	514	0.008	exon	ENSG00000134684.10,	-	SRR3479243.2565089,SRR3479243.4501551,
chr1:32810591|32811057	chr1	32810591	32811057	10	9_7_1	1040	0.019	exon	ENSG00000134684.10,	-	SRR3479243.1013840,SRR3479243.1800090,SRR3479243.2699884,SRR3479243.22886160,SRR3479243.25857841,SRR3479243.11040122,SRR3479243.3155620,SRR3479243.5740170,SRR3479243.29578144,SRR3479243.14710385,
chr1:32948222|32949774	chr1	32948222	32949774	5	3_4_0	52	0.161	exon	ENSG00000116514.16,	-	SRR3479243.1543704,SRR3479243.2907130,SRR3479243.4404421,SRR3479243.30531790,SRR3479243.20548984,
chr1:33294937|33295305	chr1	33294937	33295305	7	6_6_2	42	0.250	exon	ENSG00000160094.14,	+	SRR3479243.1669889,SRR3479243.14207722,SRR3479243.16301662,SRR3479243.7561587,SRR3479243.9184544,SRR3479243.10530981,SRR3479243.4585231,
chr1:33328870|33334292	chr1	33328870	33334292	3	1_2_0	81	0.069	exon	ENSG00000134686.17,	-	SRR3479243.25549927,SRR3479243.4963281,SRR3479243.27412458,
chr1:35177989|35188090	chr1	35177989	35188090	7	2_5_4	1504	0.009	exon	ENSG00000116560.10,	-	SRR3479243.2070366,SRR3479243.8581079,SRR3479243.8618868,SRR3479243.3282724,SRR3479243.16099034,SRR3479243.21172482,SRR3479243.6120046,
chr1:35354246|35361789	chr1	35354246	35361789	2	0_2_2	62	0.061	intron	ENSG00000146463.11,	+	SRR3479243.24463462,SRR3479243.21145672,
chr1:35358925|35361789	chr1	35358925	35361789	29	21_20_0	82	0.414	exon	ENSG00000146463.11,	+	SRR3479243.797042,SRR3479243.12620262,SRR3479243.13520899,SRR3479243.14688308,SRR3479243.18020626,SRR3479243.18382529,SRR3479243.22400014,SRR3479243.23425793,SRR3479243.23518379,SRR3479243.24453884,SRR3479243.6254205,SRR3479243.7859663,SRR3479243.8341016,SRR3479243.20177161,SRR3479243.25665098,SRR3479243.26754901,SRR3479243.26943479,SRR3479243.27157230,SRR3479243.9339797,SRR3479243.9806874,SRR3479243.10297318,SRR3479243.3895488,SRR3479243.4093720,SRR3479243.4211808,SRR3479243.5294852,SRR3479243.29202607,SRR3479243.29628870,SRR3479243.23881079,SRR3479243.7280829,
chr1:35381259|35389082	chr1	35381259	35389082	31	10_9_1	121	0.339	exon	ENSG00000146463.11,	+	SRR3479243.1945199,SRR3479243.2231341,SRR3479243.15824850,SRR3479243.16929235,SRR3479243.22492708,SRR3479243.23020913,SRR3479243.24474872,SRR3479243.7910605,SRR3479243.8129330,SRR3479243.19754807,SRR3479243.20677979,SRR3479243.20761276,SRR3479243.21263107,SRR3479243.21616939,SRR3479243.26065032,SRR3479243.26862705,SRR3479243.27488491,SRR3479243.10313342,SRR3479243.10456832,SRR3479243.10683475,SRR3479243.3510873,SRR3479243.3789754,SRR3479243.3864480,SRR3479243.3866277,SRR3479243.3873062,SRR3479243.4534500,SRR3479243.5823657,SRR3479243.5873592,SRR3479243.6022794,SRR3479243.30643532,SRR3479243.30853058,
chr1:35381259|35390098	chr1	35381259	35390098	12	5_8_1	111	0.178	exon	ENSG00000146463.11,	+	SRR3479243.167693,SRR3479243.12777797,SRR3479243.18226180,SRR3479243.23964700,SRR3479243.24686856,SRR3479243.21316791,SRR3479243.24957815,SRR3479243.9995555,SRR3479243.4004131,SRR3479243.30991334,SRR3479243.22333606,SRR3479243.26788183,
chr1:35388910|35390098	chr1	35388910	35390098	3	3_3_0	120	0.048	exon	ENSG00000146463.11,	+	SRR3479243.480245,SRR3479243.11207181,SRR3479243.4989033,
chr1:35405023|35408159	chr1	35405023	35408159	2	2_1_0	87	0.044	exon	ENSG00000146463.11,	+	SRR3479243.17997869,SRR3479243.920481,
chr1:35470863|35479212	chr1	35470863	35479212	5	4_5_0	257	0.037	exon	ENSG00000142687.17,	-	SRR3479243.7049108,SRR3479243.18969161,SRR3479243.10810238,SRR3479243.4146524,SRR3479243.24676457,
chr1:35474805|35479212	chr1	35474805	35479212	6	5_5_1	222	0.051	exon	ENSG00000142687.17,	-	SRR3479243.18062061,SRR3479243.23087996,SRR3479243.7306461,SRR3479243.8604558,SRR3479243.27192267,SRR3479243.19967036,
chr1:35478966|35479212	chr1	35478966	35479212	4	1_2_0	233	0.033	exon	ENSG00000142687.17,	-	SRR3479243.11190444,SRR3479243.726510,SRR3479243.748427,SRR3479243.23041563,
chr1:35743141|35746992	chr1	35743141	35746992	2	0_2_1	157	0.025	exon	ENSG00000092853.13,	-	SRR3479243.14277538,SRR3479243.15707151,
chr1:35747907|35748604	chr1	35747907	35748604	2	2_2_0	40	0.091	exon	ENSG00000092853.13,	-	SRR3479243.24379202,SRR3479243.8985405,
chr1:36039790|36040441	chr1	36039790	36040441	2	2_2_0	77	0.049	exon	ENSG00000126070.19,	+	SRR3479243.21716210,SRR3479243.10173893,
chr1:36170971|36173478	chr1	36170971	36173478	3	3_3_0	79	0.071	exon	ENSG00000116871.15,	+	SRR3479243.1135317,SRR3479243.14495844,SRR3479243.4679111,
chr1:36361221|36362656	chr1	36361221	36362656	2	1_1_1	24	0.143	exon	ENSG00000196182.10,	-	SRR3479243.7117591,SRR3479243.15809826,
chr1:37582223|37587495	chr1	37582223	37587495	2	2_1_1	109	0.035	exon	ENSG00000134697.12,	-	SRR3479243.25811572,SRR3479243.5825381,
chr1:39853970|39857417	chr1	39853970	39857417	9	6_7_3	32	0.360	exon	ENSG00000043514.15,	-	SRR3479243.1574193,SRR3479243.12920771,SRR3479243.24375684,SRR3479243.21457683,SRR3479243.12282003,SRR3479243.3648828,SRR3479243.5572325,SRR3479243.28213778,SRR3479243.29040141,
chr1:40189055|40202614	chr1	40189055	40202614	3	3_3_0	21	0.222	exon	ENSG00000117000.8,	+	SRR3479243.17319716,SRR3479243.9060945,SRR3479243.27012713,
chr1:40413016|40417096	chr1	40413016	40417096	2	1_2_1	296	0.013	exon	ENSG00000084070.11,	+	SRR3479243.2535769,SRR3479243.16037880,
chr1:41070595|41075451	chr1	41070595	41075451	15	7_13_1	210	0.125	exon	ENSG00000010803.16,	-	SRR3479243.1665944,SRR3479243.14669619,SRR3479243.16065406,SRR3479243.22833291,SRR3479243.19725877,SRR3479243.20783434,SRR3479243.10844039,SRR3479243.4951449,SRR3479243.30062693,SRR3479243.1754181,SRR3479243.23889275,SRR3479243.8563642,SRR3479243.26522067,SRR3479243.10710415,SRR3479243.3451698,
chr1:41113283|41117010	chr1	41113283	41117010	5	4_3_2	157	0.060	exon	ENSG00000010803.16,	-	SRR3479243.20202704,SRR3479243.25842499,SRR3479243.26433977,SRR3479243.5814426,SRR3479243.30412200,
chr1:41113283|41143112	chr1	41113283	41143112	10	7_6_0	198	0.092	exon	ENSG00000010803.16,	-	SRR3479243.12450265,SRR3479243.19104328,SRR3479243.20319029,SRR3479243.20678504,SRR3479243.20948983,SRR3479243.25552732,SRR3479243.27425759,SRR3479243.27912084,SRR3479243.6115403,SRR3479243.26412322,
chr1:42265115|42278672	chr1	42265115	42278672	4	0_3_2	182	0.042	exon	ENSG00000198815.8,	-	SRR3479243.23834608,SRR3479243.2611076,SRR3479243.9442825,SRR3479243.28524484,
chr1:42265115|42278784	chr1	42265115	42278784	4	1_3_3	123	0.061	intron	ENSG00000198815.8,	-	SRR3479243.11809929,SRR3479243.5719373,SRR3479243.5811618,SRR3479243.17861353,
chr1:42265115|42311110	chr1	42265115	42311110	2	0_1_2	152	0.026	exon	ENSG00000198815.8,	-	SRR3479243.30027854,SRR3479243.2889459,
chr1:42773563|42775479	chr1	42773563	42775479	5	4_4_0	42	0.192	exon	ENSG00000164008.14,ENSG00000283580.1,	+	SRR3479243.9084512,SRR3479243.26237549,SRR3479243.27126305,SRR3479243.28073058,SRR3479243.30972337,
chr1:43824731|43838311	chr1	43824731	43838311	2	0_1_2	37	0.098	exon	ENSG00000126091.19,	+	SRR3479243.359226,SRR3479243.6482971,
chr1:43898235|43899727	chr1	43898235	43899727	2	1_2_1	60	0.062	exon	ENSG00000126091.19,	+	SRR3479243.15663409,SRR3479243.21245599,
chr1:44247939|44339322	chr1	44247939	44339322	2	1_2_0	234	0.017	exon	ENSG00000117419.14,	-	SRR3479243.22193004,SRR3479243.28696794,
chr1:44284835|44319744	chr1	44284835	44319744	3	1_3_2	375	0.016	exon	ENSG00000117419.14,	-	SRR3479243.2672567,SRR3479243.16124139,SRR3479243.30251347,
chr1:44284835|44339322	chr1	44284835	44339322	3	1_3_2	225	0.026	exon	ENSG00000117419.14,	-	SRR3479243.8842238,SRR3479243.27640609,SRR3479243.10345561,
chr1:44308310|44319744	chr1	44308310	44319744	8	6_4_4	295	0.051	exon	ENSG00000117419.14,	-	SRR3479243.3022376,SRR3479243.13194812,SRR3479243.14137818,SRR3479243.15194245,SRR3479243.22116330,SRR3479243.24513443,SRR3479243.20040812,SRR3479243.26742033,
chr1:44308310|44339322	chr1	44308310	44339322	7	2_6_4	142	0.090	exon	ENSG00000117419.14,	-	SRR3479243.15803001,SRR3479243.18208725,SRR3479243.22097502,SRR3479243.25226501,SRR3479243.26958708,SRR3479243.9695802,SRR3479243.28814584,
chr1:44319628|44339322	chr1	44319628	44339322	2	2_2_0	210	0.019	exon	ENSG00000117419.14,	-	SRR3479243.20584663,SRR3479243.6037209,
chr1:44411981|44412722	chr1	44411981	44412722	17	10_9_0	16	0.680	exon	ENSG00000187147.17,	+	SRR3479243.12526076,SRR3479243.12717118,SRR3479243.13121912,SRR3479243.14499055,SRR3479243.15169709,SRR3479243.17124133,SRR3479243.18062268,SRR3479243.8386455,SRR3479243.25911987,SRR3479243.4375684,SRR3479243.30150150,SRR3479243.30669985,SRR3479243.30690609,SRR3479243.73922,SRR3479243.7648116,SRR3479243.25012959,SRR3479243.11786519,
chr1:44757556|44758140	chr1	44757556	44758140	6	6_2_4	202	0.056	exon	ENSG00000142945.12,	+	SRR3479243.13359489,SRR3479243.17362919,SRR3479243.22195755,SRR3479243.26363364,SRR3479243.10738984,SRR3479243.4142899,
chr1:45087881|45088237	chr1	45087881	45088237	4	4_4_0	10	0.444	exon	ENSG00000162415.6,	-	SRR3479243.15588396,SRR3479243.25939719,SRR3479243.11010505,SRR3479243.11795843,
chr1:45566569|45567020	chr1	45566569	45567020	7	6_7_0	483	0.028	exon	ENSG00000117448.13,	+	SRR3479243.15621931,SRR3479243.22714709,SRR3479243.24224787,SRR3479243.11241252,SRR3479243.11542689,SRR3479243.11587718,SRR3479243.17848546,
chr1:45640210|45642499	chr1	45640210	45642499	5	3_0_4	97	0.093	exon	ENSG00000159592.10,	-	SRR3479243.24260150,SRR3479243.21458339,SRR3479243.12425723,SRR3479243.21574517,SRR3479243.9443305,
chr1:46055795|46080750	chr1	46055795	46080750	7	5_2_1	42	0.250	exon	ENSG00000278139.1,ENSG00000117461.14,	-	SRR3479243.1654088,SRR3479243.15239777,SRR3479243.12087981,SRR3479243.13435375,SRR3479243.14984579,SRR3479243.19712575,SRR3479243.5968032,
chr1:46077515|46080750	chr1	46077515	46080750	7	5_5_3	52	0.212	exon	ENSG00000278139.1,ENSG00000117461.14,	-	SRR3479243.865853,SRR3479243.1828601,SRR3479243.13843764,SRR3479243.8377170,SRR3479243.24933833,SRR3479243.11916482,SRR3479243.10803440,
chr1:46077515|46131956	chr1	46077515	46131956	3	1_1_1	50	0.107	exon	ENSG00000117461.14,	-	SRR3479243.12779650,SRR3479243.7605778,SRR3479243.29756587,
chr1:46270659|46274717	chr1	46270659	46274717	2	1_2_0	60	0.062	exon	ENSG00000085999.11,	+	SRR3479243.30282470,SRR3479243.7942538,
chr1:47280241|47282459	chr1	47280241	47282459	6	5_3_2	45	0.211	exon	ENSG00000123473.15,	-	SRR3479243.2594055,SRR3479243.13064803,SRR3479243.5243110,SRR3479243.30502198,SRR3479243.14444055,SRR3479243.5457112,
chr1:47295765|47301748	chr1	47295765	47301748	5	4_3_2	84	0.106	exon	ENSG00000123473.15,	-	SRR3479243.15293541,SRR3479243.17239544,SRR3479243.19212874,SRR3479243.30914201,SRR3479243.14453350,
chr1:47368469|47375293	chr1	47368469	47375293	4	4_3_1	143	0.053	exon	ENSG00000162368.13,	+	SRR3479243.13112650,SRR3479243.13860125,SRR3479243.24034360,SRR3479243.30169757,
chr1:48355670|48359770	chr1	48355670	48359770	4	4_4_0	17	0.320	exon	ENSG00000132122.11,	-	SRR3479243.915033,SRR3479243.18503600,SRR3479243.9102197,SRR3479243.26497574,
chr1:50535369|50596216	chr1	50535369	50596216	2	1_1_2	260	0.015	exon	ENSG00000185104.19,	-	SRR3479243.25824812,SRR3479243.30763606,
chr1:50567077|50596216	chr1	50567077	50596216	4	4_3_1	213	0.036	exon	ENSG00000185104.19,	-	SRR3479243.200359,SRR3479243.24297362,SRR3479243.7680381,SRR3479243.11587322,
chr1:50655442|50744775	chr1	50655442	50744775	2	1_1_2	230	0.017	exon	ENSG00000185104.19,	-	SRR3479243.19090146,SRR3479243.21378692,
chr1:50788000|50801677	chr1	50788000	50801677	2	2_1_0	161	0.024	exon	ENSG00000185104.19,	-	SRR3479243.1910946,SRR3479243.13964820,
chr1:51236734|51270125	chr1	51236734	51270125	2	1_1_1	224	0.018	exon	ENSG00000123091.4,	+	SRR3479243.936901,SRR3479243.14092116,
chr1:51402435|51408332	chr1	51402435	51408332	10	9_10_1	92	0.179	exon	ENSG00000085832.16,	-	SRR3479243.2031246,SRR3479243.2686148,SRR3479243.14431296,SRR3479243.16250663,SRR3479243.9204047,SRR3479243.18661228,SRR3479243.25837131,SRR3479243.26658325,SRR3479243.12029699,SRR3479243.5058955,
chr1:51408135|51409696	chr1	51408135	51409696	2	2_2_0	282	0.014	exon	ENSG00000085832.16,	-	SRR3479243.106896,SRR3479243.29064016,
chr1:51461091|51465326	chr1	51461091	51465326	2	0_1_2	116	0.033	exon	ENSG00000085832.16,	-	SRR3479243.5304930,SRR3479243.20526497,
chr1:51814035|51834170	chr1	51814035	51834170	2	1_2_1	114	0.034	exon	ENSG00000078618.20,	-	SRR3479243.16266123,SRR3479243.19933566,
chr1:51827796|51834170	chr1	51827796	51834170	4	2_4_2	119	0.063	exon	ENSG00000078618.20,	-	SRR3479243.1223058,SRR3479243.16270001,SRR3479243.16818806,SRR3479243.4962506,
chr1:52481804|52509712	chr1	52481804	52509712	3	2_2_0	239	0.024	exon	ENSG00000134744.13,	-	SRR3479243.14485292,SRR3479243.19834847,SRR3479243.27398093,
chr1:52493611|52509712	chr1	52493611	52509712	33	4_14_19	215	0.235	exon	ENSG00000134744.13,	-	SRR3479243.1140892,SRR3479243.13991514,SRR3479243.14798609,SRR3479243.14908856,SRR3479243.15670345,SRR3479243.22164940,SRR3479243.22371453,SRR3479243.23174979,SRR3479243.6307738,SRR3479243.8935555,SRR3479243.9328056,SRR3479243.18672754,SRR3479243.20234538,SRR3479243.20511196,SRR3479243.20567630,SRR3479243.21154745,SRR3479243.25966547,SRR3479243.27003168,SRR3479243.27132822,SRR3479243.11526640,SRR3479243.12027022,SRR3479243.3270576,SRR3479243.4172135,SRR3479243.4471241,SRR3479243.5429919,SRR3479243.29530906,SRR3479243.29847180,SRR3479243.574272,SRR3479243.16612007,SRR3479243.18749998,SRR3479243.11245772,SRR3479243.30312825,SRR3479243.30729292,
chr1:52515891|52526373	chr1	52515891	52526373	3	3_3_0	202	0.029	exon	ENSG00000134744.13,	-	SRR3479243.21940397,SRR3479243.12043397,SRR3479243.28025294,
chr1:52854465|52867777	chr1	52854465	52867777	2	1_0_2	29	0.121	exon	ENSG00000203995.9,	+	SRR3479243.25916313,SRR3479243.25820526,
chr1:52856998|52864157	chr1	52856998	52864157	3	2_3_1	68	0.081	exon	ENSG00000203995.9,	+	SRR3479243.13004313,SRR3479243.14472864,SRR3479243.8690419,
chr1:52863981|52867777	chr1	52863981	52867777	2	2_1_1	52	0.071	exon	ENSG00000203995.9,	+	SRR3479243.92354,SRR3479243.9088333,
chr1:52877682|52892975	chr1	52877682	52892975	2	2_1_0	21	0.160	exon	ENSG00000203995.9,	+	SRR3479243.4889812,SRR3479243.27147022,
chr1:52885833|52892975	chr1	52885833	52892975	2	2_2_0	33	0.108	exon	ENSG00000203995.9,	+	SRR3479243.23490476,SRR3479243.24551900,
chr1:53594108|53600278	chr1	53594108	53600278	2	2_2_0	4	0.500	exon	ENSG00000174332.5,	-	SRR3479243.8838953,SRR3479243.21673318,
chr1:53772329|53789196	chr1	53772329	53789196	2	2_1_1	184	0.021	exon	ENSG00000058804.11,	-	SRR3479243.203698,SRR3479243.15032601,
chr1:53818971|53832591	chr1	53818971	53832591	2	2_2_0	235	0.017	exon	ENSG00000058804.11,	-	SRR3479243.22566022,SRR3479243.5879833,
chr1:54040756|54043525	chr1	54040756	54043525	2	1_2_1	157	0.025	exon	ENSG00000116209.11,	-	SRR3479243.2895202,SRR3479243.25216533,
chr1:54272373|54281527	chr1	54272373	54281527	2	2_1_0	0	1	intron	ENSG00000157216.15,	-	SRR3479243.17684615,SRR3479243.20603768,
chr1:58506060|58536741	chr1	58506060	58536741	10	7_7_0	101	0.165	exon	ENSG00000162600.11,	-	SRR3479243.12708301,SRR3479243.12970680,SRR3479243.17401979,SRR3479243.22501215,SRR3479243.23943229,SRR3479243.24317411,SRR3479243.9064647,SRR3479243.19989951,SRR3479243.10585619,SRR3479243.4350062,
chr1:58681785|58685251	chr1	58681785	58685251	3	2_0_3	60	0.091	exon	ENSG00000162601.9,	-	SRR3479243.8214314,SRR3479243.6051168,SRR3479243.23562887,
chr1:59321536|59346398	chr1	59321536	59346398	2	2_2_0	27	0.129	exon	ENSG00000172456.17,	+	SRR3479243.16455514,SRR3479243.18240549,
chr1:59321536|59378837	chr1	59321536	59378837	7	5_2_3	10	0.583	exon	ENSG00000172456.17,	+	SRR3479243.21034044,SRR3479243.21525460,SRR3479243.11457225,SRR3479243.5264463,SRR3479243.30960264,SRR3479243.25212160,SRR3479243.9613851,
chr1:59339958|59346398	chr1	59339958	59346398	2	1_1_1	26	0.133	exon	ENSG00000172456.17,	+	SRR3479243.16097745,SRR3479243.19413074,
chr1:59339958|59378837	chr1	59339958	59378837	3	3_2_0	8	0.429	exon	ENSG00000172456.17,	+	SRR3479243.8434192,SRR3479243.10870563,SRR3479243.10361386,
chr1:61404104|61406727	chr1	61404104	61406727	2	2_2_0	109	0.035	exon	ENSG00000162599.15,	+	SRR3479243.2396450,SRR3479243.17362171,
chr1:61899583|61901459	chr1	61899583	61901459	2	1_2_1	82	0.047	exon	ENSG00000132849.19,	+	SRR3479243.23710278,SRR3479243.9151761,
chr1:62444738|62447511	chr1	62444738	62447511	3	2_2_0	262	0.022	exon	ENSG00000162607.12,	+	SRR3479243.6655268,SRR3479243.8470730,SRR3479243.26581103,
chr1:62803719|62810586	chr1	62803719	62810586	3	3_2_0	14	0.300	intron	ENSG00000125703.14,	+	SRR3479243.27279801,SRR3479243.29589467,SRR3479243.26901172,
chr1:62803719|62821209	chr1	62803719	62821209	3	3_2_1	42	0.125	exon	ENSG00000125703.14,	+	SRR3479243.24602241,SRR3479243.19195715,SRR3479243.29126388,
chr1:62803719|62841547	chr1	62803719	62841547	3	3_3_0	37	0.140	exon	ENSG00000125703.14,	+	SRR3479243.1361119,SRR3479243.25492626,SRR3479243.6180040,
chr1:63478764|63490218	chr1	63478764	63490218	6	5_6_1	313	0.037	exon	ENSG00000142856.16,	-	SRR3479243.912825,SRR3479243.17946029,SRR3479243.7971334,SRR3479243.9458011,SRR3479243.9705594,SRR3479243.12348686,
chr1:64009305|64050716	chr1	64009305	64050716	3	1_0_3	7	0.462	exon	ENSG00000185483.11,	+	SRR3479243.26079631,SRR3479243.14591600,SRR3479243.29627285,
chr1:64049691|64050716	chr1	64049691	64050716	3	2_0_2	9	0.400	exon	ENSG00000185483.11,	+	SRR3479243.22901029,SRR3479243.18283580,SRR3479243.5171635,
chr1:64582156|64602912	chr1	64582156	64602912	8	5_2_3	53	0.232	exon	ENSG00000158966.13,	+	SRR3479243.22233534,SRR3479243.6999559,SRR3479243.9164846,SRR3479243.19837060,SRR3479243.20997376,SRR3479243.13809087,SRR3479243.17616411,SRR3479243.7784008,
